OBJECTID,COMPKEY,UNITID,UNITID2,UNITIDSORT,UNITDESC,STNAME_ORD,ONSTREET,STATUS,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,XSTRLO,XSTRHI,ARTCLASS,ARTDESCRIPT,OWNER,BLOCKNBR,SPEEDLIMIT,SEGDIR,ONEWAY,ONEWAYDIR,FLOW,SEGLENGTH,SURFACEWIDTH,SURFACETYPE_1,SURFACEDATE_1,SURFACETYPE_2,SURFACEDATE_2,INTRLO,DIRLO,INTKEYLO,INTRHI,DIRHI,INTKEYHI,GIS_MID_X,GIS_MID_Y,SE_ANNO_CAD_DATA,SGNDBKROUTE,NGHBRHDGRNWY,NATIONHWYSYS,STREETTYPE,MJTRK_STR_FLAG,PVMTCONDINDX1,PVMTCONDINDX2,TRANCLASS,TRANDESCRIPT,OVERRIDECOMMENT,BLOCK_URL,SLOPE_PCT,PVMTCATEGORY,PARKBOULEVARD,Shape__Length
7273122,1015,10,230,100230,1ST AVE BETWEEN BELL ST AND BATTERY ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,BELL ST,BATTERY ST,2,Minor Arterial, ,2300,25,NW,N, , ,426.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND BELL ST,NW,29701.0,1ST AVE AND BATTERY ST,SE,29700.0,1267053.776,227553.0224,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,39,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0230,0.0,ART,N,426.0532884
7273123,1016,10,240,100240,1ST AVE BETWEEN BATTERY ST AND WALL ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,BATTERY ST,WALL ST,2,Minor Arterial, ,2400,25,NW,N, , ,306.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND BATTERY ST,NW,29700.0,1ST AVE AND WALL ST,SE,29691.0,1266783.305,227799.4087,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0240,3.0,ART,N,305.6883996
7273124,1017,10,250,100250,1ST AVE BETWEEN WALL ST AND VINE ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,WALL ST,VINE ST,2,Minor Arterial, ,2500,25,NW,N, , ,307.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND WALL ST,NW,29691.0,1ST AVE AND VINE ST,SE,29685.0,1266556.867,228005.4384,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0250,2.0,ART,N,306.5935458
7273125,1018,10,260,100260,1ST AVE BETWEEN VINE ST AND CEDAR ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,VINE ST,CEDAR ST,2,Minor Arterial, ,2600,25,NW,N, , ,306.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND VINE ST,NW,29685.0,1ST AVE AND CEDAR ST,SE,29684.0,1266330.289,228211.6226,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0260,1.0,ART,N,306.1040701
7273126,1019,10,270,100270,1ST AVE BETWEEN CEDAR ST AND CLAY ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,CEDAR ST,CLAY ST,2,Minor Arterial, ,2700,25,NW,N, , ,306.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND CEDAR ST,NW,29684.0,1ST AVE AND CLAY ST,SE,29677.0,1266103.945,228417.6118,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0270,1.0,ART,N,305.9844537
7273127,1020,10,280,100280,1ST AVE BETWEEN CLAY ST AND BROAD ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,CLAY ST,BROAD ST,2,Minor Arterial, ,2800,25,NW,N, , ,313.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND CLAY ST,NW,29677.0,1ST AVE AND BROAD ST,SE,29665.0,1265874.867,228625.8431,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0280,1.0,ART,N,313.1670737
7273128,1023,10,301,100301,1ST AVE BETWEEN WARREN PL AND BAY ST,1ST AVE,1ST AVE,INSVC,DISTRICT7, ,N,WARREN PL,BAY ST,2,Minor Arterial, ,3000,25,NW,N, , ,321.0,52.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND WARREN PL,NW,29661.0,1ST AVE AND BAY ST,SE,29721.0,1265241.077,229201.1035,System.Byte[],Y,N,N,Downtown Neighborhood,Unknown,48,0,1,PRINCIPAL TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00010&StreetSegment=0301,2.0,ART,N,320.8215778
7273129,1025,15,10,150010,1ST AVE N BETWEEN DENNY WAY AND JOHN ST,1ST AVE N,1ST AVE N,INSVC,DISTRICT7, ,N,DENNY WAY,JOHN ST,1,Principal Arterial, ,100,25,N,Y,N,F,425.0,42.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE AND DENNY WAY,N,29717.0,1ST AVE N AND JOHN ST,S,28937.0,1265049.907,229572.1161,System.Byte[],Y,N,N,Urban Village Main,Unknown,29,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00015&StreetSegment=0010,4.0,ART,N,425.3474943
7273130,1026,15,20,150020,1ST AVE N BETWEEN JOHN ST AND THOMAS ST,1ST AVE N,1ST AVE N,INSVC,DISTRICT7, ,N,JOHN ST,THOMAS ST,1,Principal Arterial, ,200,25,N,Y,N,F,426.0,42.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE N AND JOHN ST,N,28937.0,1ST AVE N AND THOMAS ST,S,28930.0,1265060.706,229997.6011,System.Byte[],Y,N,N,Urban Village Main,Unknown,29,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00015&StreetSegment=0020,5.0,ART,N,425.8964155
7273131,1028,15,40,150040,1ST AVE N BETWEEN HARRISON ST AND REPUBLICAN ST,1ST AVE N,1ST AVE N,INSVC,DISTRICT7, ,N,HARRISON ST,REPUBLICAN ST,1,Principal Arterial, ,400,25,N,Y,N,F,426.0,42.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE N AND HARRISON ST,N,28924.0,1ST AVE N AND REPUBLICAN ST,S,28920.0,1265082.288,230849.2276,System.Byte[],Y,N,N,Urban Village Main,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00015&StreetSegment=0040,4.0,ART,N,426.1733447
7273149,1054,15,250,150250,1ST AVE N BETWEEN SMITH ST AND QUEEN ANNE DR,1ST AVE N,1ST AVE N,INSVC,DISTRICT7, ,N,SMITH ST,QUEEN ANNE DR,2,Minor Arterial, ,2500,25,N,N, , ,153.0,36.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE N AND SMITH ST,N,28098.0,1ST AVE N AND QUEEN ANNE DR,S,28076.0,1265184.484,237763.6703,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,76,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00015&StreetSegment=0250,5.0,ART,N,153.0281228
7273171,1085,20,750,200750,1ST AVE NE BETWEEN WOODLAWN N AVE NE AND NE 77TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT6, ,N,WOODLAWN N AVE NE,NE 77TH ST,3,Collector Arterial, ,7500,25,N,N, , ,658.0,36.0,PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND WOODLAWN N AVE NE,N,24568.0,1ST AVE NE AND NE 77TH ST,S,24543.0,1272203.581,253130.8633,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,72,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=0750,5.0,ART,N,658.2209742
7273173,1088,20,850,200850,1ST AVE NE BETWEEN NE 85TH ST AND NE 90TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 85TH ST,NE 90TH ST,0,Not Designated, ,8500,20,N,N, , ,1330.0,0.0,ST,Unknown,Unknown,Unknown,1ST AVE NE AND NE 85TH ST,N,37608.0,1ST AVE NE AND NE 90TH ST,S,37582.0,1272238.83,256092.3619,System.Byte[],Y,N,N,Neighborhood Yield Street,Unknown,0,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=0850,1.0,NON-ART,N,1329.807818
7273174,1089,20,900,200900,1ST AVE NE BETWEEN NE 90TH ST AND NE 91ST ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 90TH ST,NE 91ST ST,0,Not Designated, ,9000,20,N,N, , ,333.0,25.0,PCC,6/21/2013 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND NE 90TH ST,N,37582.0,1ST AVE NE AND NE 91ST ST,S,37581.0,1272248.772,256923.4586,System.Byte[],Y,N,N,Neighborhood Yield Street,Unknown,69,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=0900,1.0,NON-ART,N,332.5229895
7273175,1090,20,910,200910,1ST AVE NE BETWEEN NE 91ST ST AND NE 92ND ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 91ST ST,NE 92ND ST,0,Not Designated, ,9100,20,N,N, , ,333.0,25.0,PCC,6/21/2013 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND NE 91ST ST,N,37581.0,1ST AVE NE AND NE 92ND ST,S,37578.0,1272252.749,257255.9578,System.Byte[],Y,N,N,Neighborhood Yield Street,Unknown,69,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=0910,0.0,NON-ART,N,332.5229864
7273176,1091,20,920,200920,1ST AVE NE BETWEEN NE 92ND ST AND NE 94TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 92ND ST,NE 94TH ST,2,Minor Arterial, ,9200,25,N,N, , ,333.0,22.0,AC/AC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND NE 92ND ST,N,37578.0,1ST AVE NE AND NE 94TH ST,S,37574.0,1272257.607,257594.3275,System.Byte[],N,N,N,Urban Center Connector,Unknown,51,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=0920,5.0,ART,N,344.2883967
7273177,1093,20,950,200950,1ST AVE NE BETWEEN NE 95TH ST AND NE 100TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 95TH ST,NE 100TH ST,2,Minor Arterial, ,9500,25,N,N, , ,1325.0,26.0,AC/AC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND NE 95TH ST,N,37570.0,1ST AVE NE AND NE 100TH ST,S,37558.0,1272269.676,258749.6867,System.Byte[],N,N,N,Urban Village Neighborhood,Unknown,55,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=0950,3.0,ART,N,1325.044074
7273178,1094,20,1000,201000,1ST AVE NE BETWEEN NE 100TH ST AND NE 103RD ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 100TH ST,NE 103RD ST,2,Minor Arterial, ,10000,25,N,N, , ,663.0,49.0,AC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND NE 100TH ST,N,37558.0,1ST AVE NE AND NE 103RD ST,S,37555.0,1272280.151,259743.4143,System.Byte[],N,N,N,Urban Village Neighborhood,Unknown,57,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1000,0.0,ART,N,662.5215454
7273179,1095,20,1030,201030,1ST AVE NE BETWEEN NE 103RD ST AND I5 EXPRESS ON RP,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,NE 103RD ST,I5 EXPRESS ON RP,1,Principal Arterial, ,10300,25,N,N, , ,201.0,54.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND NE 103RD ST,N,37555.0,1ST AVE NE AND I5 EXPRESS ON RP,S,37567.0,1272284.701,260175.0777,System.Byte[],N,N,Y,Urban Village Main,Unknown,40,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1030,2.0,ART,N,200.8531424
7273180,1096,20,1031,201031,1ST AVE NE BETWEEN I5 EXPRESS ON RP AND NE 105TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,I5 EXPRESS ON RP,NE 105TH ST,1,Principal Arterial, ,10300,25,N,N, , ,462.0,54.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND I5 EXPRESS ON RP,N,37567.0,1ST AVE NE AND NE 105TH ST,S,37566.0,1272288.193,260506.3216,System.Byte[],N,N,Y,Urban Village Main,Unknown,40,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1031,2.0,ART,N,461.6714748
7273181,1098,20,1070,201070,1ST AVE NE BETWEEN I5 NB 1ST AV NE OFF RP AND NE NORTHGATE WAY,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,I5 NB 1ST AV NE OFF RP,NE NORTHGATE WAY,1,Principal Arterial, ,10700,25,N,N, , ,663.0,77.0,AC/PCC,10/31/2022 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND I5 NB 1ST AV NE OFF RP,N,36595.0,1ST AVE NE AND NE NORTHGATE WAY,S,36586.0,1272294.303,261731.006,System.Byte[],N,N,Y,Urban Village Main,Y,42,0,2,MAJOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1070,1.0,ART,N,662.5829649
7273182,1101,20,1170,201170,1ST AVE NE BETWEEN N 117TH ST AND NE 120TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,N 117TH ST,NE 120TH ST,3,Collector Arterial, ,11700,25,N,N, , ,663.0,30.0,ST,12/01/2019 00:00,Unknown,Unknown,1ST AVE NE AND N 117TH ST,N,36557.0,1ST AVE NE AND NE 120TH ST,S,36551.0,1272304.479,264380.9405,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,50,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1170,3.0,ART,N,663.3306746
7273183,1103,20,1220,201220,1ST AVE NE BETWEEN N 122ND ST AND CORLISS S AVE N,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,N 122ND ST,CORLISS S AVE N,3,Collector Arterial, ,12200,25,N,N, , ,837.0,24.0,ST,12/01/2019 00:00,Unknown,Unknown,1ST AVE NE AND N 122ND ST,N,36547.0,1ST AVE NE AND CORLISS S AVE N,S,670572.0,1272296.048,265566.2869,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,43,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1220,2.0,ART,N,837.0635319
7273184,1104,20,1250,201250,1ST AVE NE BETWEEN CORLISS N AVE N AND N 128TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,CORLISS N AVE N,N 128TH ST,3,Collector Arterial, ,12500,25,N,N, , ,835.0,42.0,ST,9/23/2017 12:00:00 AM,PCC,11/05/2017 00:00,1ST AVE NE AND CORLISS N AVE N,N,670571.0,1ST AVE NE AND N 128TH ST,S,35974.0,1272304.339,266512.6126,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,17,84,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1250,2.0,ART,N,834.5620854
7273185,1105,20,1280,201280,1ST AVE NE BETWEEN N 128TH ST AND NE 130TH ST,1ST AVE NE,1ST AVE NE,INSVC,DISTRICT5, ,N,N 128TH ST,NE 130TH ST,3,Collector Arterial, ,12800,25,N,N, , ,436.0,21.0,ST,9/23/2017 12:00:00 AM,Unknown,Unknown,1ST AVE NE AND N 128TH ST,N,35974.0,1ST AVE NE AND NE 130TH ST,S,35969.0,1272322.416,267147.4582,System.Byte[],N,N,N,Neighborhood Corridor,Unknown,17,0,3,MINOR TRANSIT ROUTE,,http://wdcsqlpwrk03/ReportServer/Pages/ReportViewer.aspx?/DOT/Asset%20Management/Blocks/Block%20Report&StreetName=00020&StreetSegment=1280,1.0,ART,N,435.6438057
